client_id,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth,age_group,Variation
886185,23.0,281.0,28,F,2.0,28899.51,6.0,9.0,26-35,Test
1025180,18.0,227.0,38,M,2.0,39153.01,6.0,9.0,36-45,Test
807085,8.0,106.0,54,M,3.0,253550.79,6.0,9.0,46-55,Control
7560071,14.0,176.0,28,M,2.0,27598.59,6.0,9.0,26-35,Test
4337125,16.0,197.0,40,M,2.0,404441.28,6.0,9.0,36-45,Test
4428832,9.0,114.0,32,M,2.0,133080.76,6.0,9.0,26-35,Test
7111189,8.0,97.0,50,M,3.0,1288781.24,6.0,9.0,46-55,Control
4563336,12.0,149.0,30,M,2.0,67622.41,6.0,9.0,26-35,Control
3559667,11.0,132.0,36,F,2.0,97393.58,6.0,9.0,36-45,Control
1259407,16.0,198.0,62,M,2.0,160205.41999999998,6.0,9.0,56-65,Test
6620178,9.0,111.0,38,M,2.0,64341.42,6.0,9.0,36-45,Control
2575201,13.0,157.0,65,M,2.0,272054.75,6.0,9.0,65+,Test
8139839,8.0,101.0,28,M,3.0,266273.47,5.0,9.0,26-35,Control
1727327,7.0,92.0,36,M,2.0,29599.09,6.0,9.0,36-45,Test
6045570,4.0,59.0,66,F,2.0,141268.06,6.0,9.0,65+,Control
22007,10.0,131.0,76,F,2.0,168540.65000000002,6.0,9.0,65+,Test
4413901,21.0,260.0,56,M,3.0,153179.16999999998,6.0,9.0,56-65,Control
7655690,12.0,144.0,40,F,2.0,131837.91999999998,6.0,9.0,36-45,Test
1666696,10.0,131.0,54,M,3.0,429210.12,6.0,9.0,46-55,Test
4226423,18.0,219.0,66,M,2.0,73894.13,6.0,9.0,65+,Test
5527037,15.0,189.0,55,F,2.0,55497.42,6.0,9.0,56-65,Control
8644245,15.0,185.0,46,M,3.0,160842.28999999998,6.0,9.0,46-55,Test
6458159,9.0,108.0,24,M,3.0,88254.22,6.0,9.0,19-25,Test
2439144,10.0,123.0,48,M,3.0,34463.2,6.0,9.0,46-55,Test
7010070,15.0,181.0,34,M,2.0,32535.54,6.0,9.0,26-35,Control
5108566,14.0,168.0,40,F,2.0,165322.96999999997,6.0,9.0,36-45,Control
6056987,16.0,199.0,32,M,2.0,107498.31,6.0,9.0,26-35,Test
6126433,18.0,217.0,42,F,2.0,33071.369999999995,6.0,9.0,36-45,Control
9937492,12.0,146.0,36,M,2.0,160549.41999999998,6.0,9.0,36-45,Test
2660120,15.0,189.0,54,F,2.0,89363.37,6.0,9.0,46-55,Control
4445535,29.0,349.0,60,F,3.0,516732.24,6.0,9.0,56-65,Control
2158797,10.0,128.0,28,F,2.0,36504.93,6.0,9.0,26-35,Test
7466698,11.0,142.0,50,F,2.0,48308.71,6.0,9.0,46-55,Control
7573647,21.0,263.0,53,F,4.0,387698.57,6.0,9.0,46-55,Control
5171878,19.0,238.0,50,M,3.0,245188.5,6.0,9.0,46-55,Test
148445,9.0,119.0,64,M,2.0,535230.62,6.0,9.0,56-65,Control
4674375,14.0,173.0,48,M,4.0,1065318.56,6.0,9.0,46-55,Control
8179812,16.0,193.0,75,M,2.0,501094.73,6.0,9.0,65+,Control
8115055,5.0,66.0,26,F,2.0,52466.42,6.0,9.0,26-35,Control
7026657,15.0,187.0,39,F,2.0,43029.06,6.0,9.0,36-45,Test
879664,4.0,49.0,28,M,2.0,26802.98,6.0,9.0,26-35,Control
151897,33.0,397.0,58,M,3.0,329122.13,6.0,9.0,56-65,Test
3004580,5.0,63.0,59,M,2.0,222684.37,6.0,9.0,56-65,Test
3155873,7.0,86.0,70,F,3.0,302441.57,6.0,9.0,65+,Control
9572729,2.0,33.0,64,M,3.0,39850.29,6.0,9.0,56-65,Test
2280908,13.0,166.0,52,M,2.0,31795.83,6.0,9.0,46-55,Test
5890936,28.0,347.0,94,M,3.0,1364856.21,6.0,9.0,65+,Control
3415032,13.0,160.0,44,M,3.0,426734.08,5.0,9.0,36-45,Control
7812830,9.0,109.0,58,M,2.0,434123.54,6.0,9.0,56-65,Test
2878094,8.0,98.0,53,F,2.0,50417.44,6.0,9.0,46-55,Control
3401928,29.0,358.0,66,M,3.0,110627.78,6.0,9.0,65+,Test
7467270,26.0,318.0,75,M,2.0,338464.51,2.0,9.0,65+,Control
7803066,18.0,222.0,46,F,2.0,434430.76,6.0,9.0,46-55,Test
7595293,15.0,182.0,60,M,2.0,181689.25,6.0,9.0,56-65,Control
1161189,6.0,82.0,80,F,3.0,93126.73,6.0,9.0,65+,Test
9999729,10.0,124.0,31,F,3.0,107059.74,6.0,9.0,26-35,Test
1214906,34.0,414.0,52,M,5.0,2317097.52,6.0,9.0,46-55,Control
4581301,4.0,54.0,24,M,2.0,28966.84,6.0,9.0,19-25,Test
8402778,33.0,406.0,60,F,2.0,122363.96,6.0,9.0,56-65,Control
4471612,15.0,180.0,54,M,3.0,128382.86,6.0,9.0,46-55,Control
375504,15.0,181.0,42,M,2.0,25822.14,6.0,9.0,36-45,Test
2698239,17.0,204.0,61,M,2.0,465427.47,6.0,9.0,56-65,Test
5335619,8.0,105.0,46,M,2.0,78154.91,6.0,9.0,46-55,Test
6833123,9.0,119.0,44,M,2.0,41546.17,6.0,9.0,36-45,Test
2445571,20.0,241.0,48,M,2.0,168795.59999999998,6.0,9.0,46-55,Control
6558833,13.0,156.0,54,M,3.0,231735.82,6.0,9.0,46-55,Control
7339107,26.0,323.0,58,M,2.0,35861.22,6.0,9.0,56-65,Test
9120385,48.0,576.0,43,M,4.0,896608.18,6.0,9.0,36-45,Test
5277283,10.0,128.0,24,F,3.0,33256.23,6.0,9.0,19-25,Control
9434764,15.0,180.0,81,M,2.0,397717.61,6.0,9.0,65+,Control
1535789,13.0,159.0,58,F,2.0,444583.5,6.0,9.0,56-65,Test
5660828,8.0,106.0,29,M,2.0,167507.39,6.0,9.0,26-35,Test
9398460,13.0,160.0,58,M,4.0,234273.02,6.0,9.0,56-65,Control
1186733,21.0,260.0,56,M,3.0,142490.76,6.0,9.0,56-65,Control
6829146,13.0,159.0,56,F,2.0,75246.89,6.0,9.0,56-65,Control
60802,32.0,391.0,55,F,3.0,476154.24,6.0,9.0,56-65,Test
1939709,15.0,184.0,34,M,3.0,58728.45,6.0,9.0,26-35,Control
1894515,22.0,275.0,62,F,3.0,142763.77000000002,6.0,9.0,56-65,Test
8282731,10.0,122.0,45,F,2.0,88460.7,6.0,9.0,46-55,Test
6892192,30.0,369.0,72,M,2.0,57466.67,6.0,9.0,65+,Test
7228212,36.0,443.0,57,M,2.0,1274761.74,6.0,9.0,56-65,Control
8101,11.0,143.0,70,M,2.0,257863.03,6.0,9.0,65+,Control
1041929,24.0,289.0,78,F,2.0,557952.02,6.0,9.0,65+,Control
5646570,12.0,152.0,56,F,2.0,1330828.98,6.0,9.0,56-65,Test
7191050,8.0,107.0,64,M,2.0,105242.48,6.0,9.0,56-65,Test
913704,9.0,118.0,64,F,2.0,382688.8,6.0,9.0,56-65,Test
358970,14.0,172.0,43,F,2.0,844800.9700000001,6.0,9.0,36-45,Test
6783119,17.0,209.0,51,M,3.0,220762.53,6.0,9.0,46-55,Control
2889049,13.0,163.0,52,F,3.0,186162.66,6.0,9.0,46-55,Control
5581176,22.0,272.0,64,F,2.0,58472.82,6.0,9.0,56-65,Control
5061874,15.0,188.0,44,M,2.0,59161.45,6.0,9.0,36-45,Test
3091387,15.0,189.0,70,F,2.0,85263.43,6.0,9.0,65+,Control
6767733,18.0,225.0,54,F,2.0,126418.99,6.0,9.0,46-55,Test
7766714,4.0,58.0,61,M,2.0,628460.61,6.0,9.0,56-65,Control
1786799,5.0,71.0,67,M,2.0,30474.6,6.0,9.0,65+,Control
741020,10.0,122.0,56,F,3.0,133168.71,6.0,9.0,56-65,Test
4280453,8.0,107.0,32,M,2.0,79513.4,6.0,9.0,26-35,Control
6341223,20.0,242.0,56,F,2.0,90883.44,6.0,9.0,56-65,Test
462526,12.0,154.0,26,M,2.0,31481.63,6.0,9.0,26-35,Test
3456911,11.0,135.0,62,M,2.0,112973.87,6.0,9.0,56-65,Control
7391082,12.0,152.0,70,M,3.0,406571.09,6.0,9.0,65+,Control
9535364,22.0,265.0,58,M,3.0,373950.79,6.0,9.0,56-65,Test
1416615,13.0,166.0,36,M,3.0,55074.77,6.0,9.0,36-45,Test
2767589,21.0,253.0,62,M,2.0,1217104.0799999998,6.0,9.0,56-65,Control
2723013,14.0,179.0,34,M,2.0,138478.71,6.0,9.0,26-35,Control
8632638,10.0,128.0,56,F,2.0,136777.14,6.0,9.0,56-65,Test
7779111,21.0,263.0,72,M,2.0,411896.52,6.0,9.0,65+,Control
7663843,15.0,191.0,60,M,3.0,93107.31,6.0,9.0,56-65,Control
9955052,26.0,320.0,56,M,3.0,317596.08,6.0,9.0,56-65,Test
861904,20.0,249.0,60,M,3.0,259958.2,6.0,9.0,56-65,Test
9191741,13.0,166.0,56,F,2.0,122073.26,6.0,9.0,56-65,Control
1381043,19.0,239.0,68,M,3.0,84357.09,6.0,9.0,65+,Control
7020697,13.0,157.0,54,F,2.0,77997.65,6.0,9.0,46-55,Test
5688575,19.0,232.0,35,M,3.0,388038.39,6.0,9.0,36-45,Control
7802443,10.0,122.0,31,M,3.0,127675.93,6.0,9.0,26-35,Test
8589900,20.0,241.0,46,F,5.0,109555.12,6.0,9.0,46-55,Control
4164474,8.0,97.0,26,F,2.0,51226.7,6.0,9.0,26-35,Control
3708400,11.0,136.0,42,F,3.0,344643.4,6.0,9.0,36-45,Test
8412814,18.0,220.0,48,M,3.0,66847.51999999999,4.0,9.0,46-55,Control
2883168,8.0,107.0,60,M,2.0,313387.38,6.0,9.0,56-65,Test
7976346,9.0,109.0,36,F,2.0,137866.82,6.0,9.0,36-45,Test
465607,14.0,169.0,69,M,2.0,49769.67,6.0,9.0,65+,Test
1493065,19.0,230.0,82,M,3.0,802336.86,6.0,9.0,65+,Test
8890350,20.0,248.0,61,M,2.0,337133.62,6.0,9.0,56-65,Test
9894399,13.0,163.0,26,M,3.0,41762.86,6.0,9.0,26-35,Control
456416,14.0,174.0,32,M,3.0,155884.40999999997,6.0,9.0,26-35,Test
3556393,19.0,232.0,62,M,2.0,123420.88,6.0,9.0,56-65,Test
2808411,12.0,155.0,71,F,2.0,184781.73,5.0,9.0,65+,Control
5875249,6.0,78.0,53,F,3.0,58730.83,6.0,9.0,46-55,Test
9935819,18.0,223.0,54,M,3.0,351388.82,6.0,9.0,46-55,Test
477656,13.0,167.0,36,F,3.0,114621.93,6.0,9.0,36-45,Test
643735,17.0,211.0,55,F,2.0,84685.01999999999,6.0,9.0,56-65,Test
2033019,20.0,249.0,48,M,2.0,305839.79,6.0,9.0,46-55,Test
988635,19.0,228.0,48,M,2.0,1198029.78,6.0,9.0,46-55,Test
8350451,13.0,157.0,40,F,2.0,124217.01,6.0,9.0,36-45,Control
6246059,13.0,156.0,72,M,2.0,40784.8,6.0,9.0,65+,Control
1617593,13.0,166.0,58,F,2.0,117803.66,6.0,9.0,56-65,Test
8913354,21.0,253.0,40,M,2.0,155845.77000000002,6.0,9.0,36-45,Test
1325365,28.0,345.0,54,M,2.0,118773.43,6.0,9.0,46-55,Control
3796660,28.0,339.0,62,M,4.0,996408.45,6.0,9.0,56-65,Control
8114712,10.0,131.0,70,M,2.0,208471.67,6.0,9.0,65+,Test
667440,12.0,154.0,75,M,2.0,456853.07,6.0,9.0,65+,Control
4420194,23.0,286.0,62,F,4.0,262678.67,6.0,9.0,56-65,Test
5628550,16.0,203.0,69,M,2.0,119632.8,6.0,9.0,65+,Test
9452134,8.0,105.0,32,M,2.0,40691.21,6.0,9.0,26-35,Control
5731006,15.0,181.0,68,F,3.0,448763.31,6.0,9.0,65+,Test
8355499,20.0,245.0,62,F,2.0,31945.08,6.0,9.0,56-65,Test
5006470,16.0,194.0,62,M,4.0,433816.44,6.0,9.0,56-65,Test
8804582,6.0,79.0,48,F,2.0,144022.76,6.0,9.0,46-55,Control
7974590,6.0,76.0,67,F,2.0,333010.83,6.0,9.0,65+,Control
9173523,15.0,190.0,40,F,2.0,30596.8,6.0,9.0,36-45,Test
649624,10.0,131.0,68,M,2.0,73606.86,6.0,9.0,65+,Test
9268647,16.0,195.0,44,M,2.0,46699.64,6.0,9.0,36-45,Control
5629703,12.0,154.0,36,F,3.0,172024.11,6.0,9.0,36-45,Control
5342626,11.0,142.0,24,M,2.0,48126.83,6.0,9.0,19-25,Test
6884241,23.0,284.0,49,M,3.0,402237.63,6.0,9.0,46-55,Test
1001161,16.0,194.0,58,F,2.0,56853.17,6.0,9.0,56-65,Control
4219577,20.0,240.0,59,F,2.0,39056.57,6.0,9.0,56-65,Control
3604194,17.0,210.0,70,F,3.0,347491.9,6.0,9.0,65+,Control
5636748,10.0,130.0,31,M,2.0,62567.58,6.0,9.0,26-35,Test
3517625,9.0,113.0,32,F,3.0,62316.41,6.0,9.0,26-35,Control
1247788,23.0,282.0,38,M,2.0,29295.92,6.0,9.0,36-45,Test
8222987,18.0,225.0,56,M,2.0,42456.11,6.0,9.0,56-65,Test
6162431,12.0,146.0,44,M,2.0,47199.82,6.0,9.0,36-45,Test
2555138,12.0,154.0,51,F,2.0,113135.06,6.0,9.0,46-55,Control
461547,15.0,189.0,54,F,3.0,36115.07,6.0,9.0,46-55,Test
7885933,27.0,327.0,62,M,2.0,101669.82,6.0,9.0,56-65,Test
7316903,27.0,332.0,55,M,2.0,500377.83,6.0,9.0,56-65,Test
4525489,22.0,272.0,68,F,2.0,94111.43,5.0,9.0,65+,Test
9871076,11.0,141.0,25,M,2.0,29847.16,6.0,9.0,26-35,Control
3810840,6.0,74.0,84,M,2.0,68105.47,6.0,9.0,65+,Control
9592984,20.0,247.0,65,M,3.0,628073.5,6.0,9.0,65+,Test
7888479,5.0,66.0,22,M,2.0,27063.02,6.0,9.0,19-25,Test
9410580,17.0,214.0,70,M,3.0,129386.8,6.0,9.0,65+,Control
5642208,16.0,194.0,38,M,2.0,804704.17,6.0,9.0,36-45,Test
7911085,9.0,109.0,29,M,4.0,140033.47,6.0,9.0,26-35,Control
7675271,6.0,73.0,62,F,2.0,222080.25,6.0,9.0,56-65,Control
1724101,13.0,161.0,35,M,2.0,34382.17,6.0,9.0,36-45,Test
7708706,20.0,250.0,50,F,3.0,140153.36,6.0,9.0,46-55,Test
7127835,15.0,181.0,73,F,2.0,173723.97999999998,6.0,9.0,65+,Test
1192407,19.0,233.0,56,M,2.0,53948.96,6.0,9.0,56-65,Test
5053245,9.0,114.0,66,F,2.0,89980.58,6.0,9.0,65+,Control
7405035,20.0,251.0,54,M,2.0,298158.48,6.0,9.0,46-55,Control
2839072,13.0,156.0,40,M,3.0,146942.83000000002,6.0,9.0,36-45,Control
7722659,14.0,168.0,64,M,2.0,69709.91,6.0,9.0,56-65,Control
3786978,16.0,195.0,55,F,2.0,31507.44,6.0,9.0,56-65,Test
9176530,9.0,115.0,36,M,2.0,430421.98,6.0,9.0,36-45,Test
8300568,23.0,287.0,38,M,3.0,172868.09999999998,6.0,9.0,36-45,Test
7487053,27.0,331.0,52,M,3.0,1176274.37,6.0,9.0,46-55,Test
6661074,16.0,198.0,36,F,2.0,95974.81,6.0,9.0,36-45,Control
3042867,16.0,197.0,49,M,2.0,42790.72,6.0,9.0,46-55,Test
530914,14.0,178.0,35,M,3.0,67759.79000000001,6.0,9.0,36-45,Test
7840892,16.0,202.0,60,F,2.0,89275.57,6.0,9.0,56-65,Test
7450119,8.0,107.0,34,M,3.0,70477.69,6.0,9.0,26-35,Control
711827,12.0,144.0,60,M,2.0,131171.75,6.0,9.0,56-65,Control
8795052,13.0,159.0,56,M,4.0,495632.63,6.0,9.0,56-65,Test
2117625,9.0,109.0,30,F,2.0,42200.59,6.0,9.0,26-35,Control
4055781,23.0,286.0,57,M,2.0,223824.44,6.0,9.0,56-65,Test
9599611,17.0,208.0,68,M,4.0,482075.8,6.0,9.0,65+,Control
1599177,6.0,74.0,56,M,2.0,942700.99,5.0,9.0,56-65,Control
9497286,9.0,108.0,33,M,2.0,31522.03,6.0,9.0,26-35,Test
5984744,9.0,112.0,36,M,2.0,37444.43,6.0,9.0,36-45,Control
4647580,4.0,59.0,69,M,2.0,1739181.14,6.0,9.0,65+,Control
2010054,10.0,121.0,70,M,2.0,69902.41,6.0,9.0,65+,Control
9231655,13.0,167.0,56,M,2.0,287609.81,6.0,9.0,56-65,Control
7965530,19.0,239.0,64,M,3.0,52846.66,6.0,9.0,56-65,Test
5026090,19.0,238.0,64,M,2.0,203494.42,6.0,9.0,56-65,Test
3706636,9.0,112.0,64,F,3.0,28776.87,6.0,9.0,56-65,Control
8691226,31.0,372.0,64,F,2.0,191982.1,6.0,9.0,56-65,Test
7781603,8.0,107.0,40,F,2.0,86302.11,6.0,9.0,36-45,Test
9523552,14.0,175.0,42,M,2.0,28650.57,6.0,9.0,36-45,Control
9476493,24.0,291.0,59,M,2.0,63560.06,6.0,9.0,56-65,Control
9585944,13.0,166.0,32,F,3.0,32257.8,6.0,9.0,26-35,Test
9267273,21.0,253.0,78,M,3.0,308465.63,6.0,9.0,65+,Test
2274696,21.0,253.0,62,M,3.0,132400.19,6.0,9.0,56-65,Control
2972767,18.0,219.0,51,M,2.0,1010749.78,6.0,9.0,46-55,Control
1940635,13.0,165.0,72,F,2.0,379889.74,6.0,9.0,65+,Control
4519160,6.0,72.0,62,M,3.0,268149.93,6.0,9.0,56-65,Control
799810,24.0,292.0,66,M,3.0,1399095.49,6.0,9.0,65+,Test
1006456,6.0,73.0,39,F,2.0,98409.03,6.0,9.0,36-45,Control
7015071,10.0,129.0,64,F,2.0,520636.4,6.0,9.0,56-65,Control
1031166,13.0,162.0,46,F,3.0,94818.64,6.0,9.0,46-55,Control
7886203,32.0,389.0,70,M,4.0,953771.45,6.0,9.0,65+,Control
2443089,15.0,180.0,42,M,3.0,377817.04,6.0,9.0,36-45,Test
7145303,31.0,381.0,68,M,3.0,230266.11,5.0,9.0,65+,Test
139808,15.0,180.0,70,M,2.0,104189.58,6.0,9.0,65+,Test
1305958,9.0,108.0,31,F,2.0,67770.63,6.0,9.0,26-35,Control
5599611,16.0,192.0,72,M,2.0,59125.82,6.0,9.0,65+,Control
3668557,14.0,177.0,66,M,3.0,680971.9800000001,6.0,9.0,65+,Control
2206736,8.0,106.0,66,M,3.0,437463.85,6.0,9.0,65+,Test
6847142,7.0,84.0,52,M,2.0,63252.01,6.0,9.0,46-55,Test
2983447,11.0,134.0,34,M,2.0,117641.65,6.0,9.0,26-35,Test
5616378,18.0,220.0,46,M,5.0,333399.95,6.0,9.0,46-55,Test
1074578,16.0,192.0,38,M,3.0,865092.9700000001,6.0,9.0,36-45,Test
9776116,15.0,181.0,50,F,2.0,31859.9,6.0,9.0,46-55,Test
8646213,14.0,169.0,58,M,2.0,143831.47,6.0,9.0,56-65,Test
2546247,10.0,123.0,40,F,2.0,25013.07,6.0,9.0,36-45,Control
5735570,37.0,451.0,73,M,3.0,6000386.82,6.0,9.0,65+,Test
3135162,27.0,326.0,66,M,2.0,302742.41,6.0,9.0,65+,Test
2673440,23.0,276.0,58,F,2.0,350433.19,6.0,9.0,56-65,Control
8497136,22.0,271.0,58,M,3.0,748911.6900000001,6.0,9.0,56-65,Test
678560,18.0,227.0,43,F,2.0,42822.92,6.0,9.0,36-45,Control
7701830,14.0,168.0,56,F,3.0,211688.69,6.0,9.0,56-65,Control
8339419,21.0,253.0,30,F,2.0,33979.39,6.0,9.0,26-35,Test
5949865,23.0,276.0,52,F,3.0,187656.94,6.0,9.0,46-55,Test
9198255,12.0,152.0,38,M,2.0,153110.88,6.0,9.0,36-45,Control
7104143,5.0,69.0,60,M,2.0,272216.31,6.0,9.0,56-65,Test
7730144,21.0,252.0,50,M,3.0,2452181.22,6.0,9.0,46-55,Control
6279664,20.0,250.0,62,M,3.0,1068460.11,6.0,9.0,56-65,Control
1465222,22.0,269.0,50,M,2.0,70009.94,6.0,9.0,46-55,Control
6836915,18.0,216.0,58,M,3.0,1225230.12,6.0,9.0,56-65,Test
3368534,18.0,220.0,44,M,5.0,62935.55,6.0,9.0,36-45,Test
1264342,15.0,190.0,52,M,2.0,669949.2200000001,6.0,9.0,46-55,Test
824508,14.0,168.0,36,F,2.0,43583.03,6.0,9.0,36-45,Test
3250358,10.0,120.0,34,F,3.0,271956.06,6.0,9.0,26-35,Control
9277302,5.0,68.0,75,M,2.0,487152.93,6.0,9.0,65+,Test
3815218,16.0,196.0,46,M,2.0,26708.23,6.0,9.0,46-55,Test
1077506,17.0,206.0,30,M,2.0,31668.79,6.0,9.0,26-35,Control
6739923,10.0,128.0,48,F,2.0,368658.9,6.0,9.0,46-55,Control
9978295,8.0,106.0,64,M,2.0,88785.63,6.0,9.0,56-65,Test
9250788,21.0,254.0,64,F,3.0,110656.26,6.0,9.0,56-65,Control
7412988,14.0,174.0,68,M,3.0,182641.33,6.0,9.0,65+,Control
4237467,7.0,91.0,40,M,2.0,252591.15,5.0,9.0,36-45,Control
6446363,34.0,413.0,28,M,2.0,137292.83000000002,6.0,9.0,26-35,Test
9320265,5.0,66.0,68,F,2.0,56508.42,6.0,9.0,65+,Control
7358211,10.0,120.0,69,F,2.0,95969.61,6.0,9.0,65+,Test
3526820,6.0,74.0,60,F,3.0,48139.98,6.0,9.0,56-65,Control
7492583,10.0,121.0,40,M,2.0,54706.92,6.0,9.0,36-45,Test
5719625,20.0,243.0,50,F,3.0,66627.26,6.0,9.0,46-55,Test
563419,15.0,181.0,34,M,2.0,49288.11,6.0,9.0,26-35,Test
154782,6.0,81.0,66,F,2.0,208699.65,6.0,9.0,65+,Test
7364870,20.0,251.0,74,F,2.0,66319.94,6.0,9.0,65+,Control
1110116,15.0,191.0,48,M,3.0,54826.69,6.0,9.0,46-55,Control
2734383,22.0,267.0,42,M,5.0,382951.28,6.0,9.0,36-45,Control
2743662,6.0,72.0,22,M,4.0,30677.93,6.0,9.0,19-25,Test
8397993,22.0,274.0,54,F,2.0,62655.01,6.0,9.0,46-55,Control
2288541,15.0,180.0,62,M,3.0,338745.69,6.0,9.0,56-65,Control
3766837,16.0,199.0,68,M,4.0,331608.65,6.0,9.0,65+,Test
1020743,15.0,191.0,40,M,3.0,844437.04,6.0,9.0,36-45,Test
1214272,17.0,208.0,36,M,2.0,161571.5,6.0,9.0,36-45,Control
8078495,37.0,454.0,92,M,2.0,199507.06,6.0,9.0,65+,Test
9698834,12.0,146.0,62,M,2.0,307955.19,6.0,9.0,56-65,Test
1803928,16.0,193.0,53,F,2.0,150945.8,6.0,9.0,46-55,Test
3908768,27.0,325.0,50,M,3.0,1347977.75,6.0,9.0,46-55,Control
5911010,8.0,106.0,74,F,2.0,58229.56,6.0,9.0,65+,Control
3808594,12.0,151.0,54,F,3.0,45813.77,6.0,9.0,46-55,Test
3995877,20.0,251.0,71,M,3.0,173900.99,6.0,9.0,65+,Test
2052647,18.0,224.0,32,M,3.0,77358.23999999999,6.0,9.0,26-35,Test
9002605,16.0,194.0,46,M,3.0,789261.9500000001,6.0,9.0,46-55,Test
8000734,4.0,59.0,35,M,2.0,31412.7,6.0,9.0,36-45,Test
4421743,14.0,174.0,68,M,3.0,416248.64,6.0,9.0,65+,Control
2457764,3.0,46.0,23,F,2.0,26837.43,6.0,9.0,19-25,Test
1194972,24.0,289.0,30,M,5.0,57503.89,6.0,9.0,26-35,Control
4158625,24.0,289.0,78,F,2.0,142163.27000000002,6.0,9.0,65+,Test
5226265,8.0,105.0,46,F,2.0,29887.82,6.0,9.0,46-55,Control
752201,10.0,120.0,31,F,2.0,52714.09,6.0,9.0,26-35,Control
7978454,13.0,163.0,46,F,3.0,86392.38,6.0,9.0,46-55,Control
7301619,21.0,253.0,48,M,2.0,42163.28999999999,6.0,9.0,46-55,Test
940136,5.0,63.0,62,M,3.0,637829.15,6.0,9.0,56-65,Test
3573345,10.0,127.0,30,F,2.0,60414.7,6.0,9.0,26-35,Test
9047869,18.0,226.0,45,M,4.0,104024.9,6.0,9.0,46-55,Test
6028450,19.0,233.0,36,M,2.0,138037.78999999998,6.0,9.0,36-45,Control
7965057,22.0,274.0,46,F,4.0,127330.01,6.0,9.0,46-55,Test
4664662,9.0,110.0,28,M,3.0,49694.53,6.0,9.0,26-35,Test
539876,7.0,85.0,53,M,2.0,72052.17,6.0,9.0,46-55,Test
513961,13.0,161.0,30,M,3.0,342359.31,6.0,9.0,26-35,Test
7872500,4.0,52.0,28,F,3.0,44767.49,6.0,9.0,26-35,Control
363066,10.0,122.0,38,M,2.0,575612.4600000001,6.0,9.0,36-45,Test
2095187,23.0,280.0,74,M,4.0,1212606.13,6.0,9.0,65+,Control
6467305,15.0,186.0,23,F,2.0,31837.39,6.0,9.0,19-25,Test
5521628,11.0,133.0,37,M,2.0,61060.43,6.0,9.0,36-45,Test
5565298,15.0,189.0,59,M,2.0,96442.52,6.0,9.0,56-65,Control
3685917,16.0,195.0,54,F,2.0,69609.94,6.0,9.0,46-55,Test
2203401,19.0,235.0,50,F,3.0,86296.4,6.0,9.0,46-55,Control
8898657,8.0,96.0,38,M,2.0,75995.08,6.0,9.0,36-45,Test
5699239,11.0,138.0,50,F,2.0,57905.34,6.0,9.0,46-55,Test
8439249,15.0,182.0,34,M,2.0,85594.45999999999,6.0,9.0,26-35,Test
600754,8.0,106.0,44,F,2.0,622365.1000000001,6.0,9.0,36-45,Test
8056722,15.0,189.0,78,M,3.0,897124.1900000001,6.0,9.0,65+,Control
8654936,22.0,275.0,55,F,2.0,1777799.35,6.0,9.0,56-65,Test
783094,21.0,252.0,54,M,3.0,67219.70999999999,6.0,9.0,46-55,Test
7330770,22.0,272.0,58,M,4.0,128777.57,6.0,9.0,56-65,Test
7610723,24.0,294.0,58,M,4.0,763872.88,6.0,9.0,56-65,Control
6464993,5.0,63.0,56,M,2.0,64845.81,6.0,9.0,56-65,Test
5720375,26.0,315.0,76,F,2.0,55395.0,6.0,9.0,65+,Control
6686840,31.0,372.0,68,F,3.0,66859.45,6.0,9.0,65+,Test
5227876,28.0,338.0,64,M,2.0,150136.16,6.0,9.0,56-65,Test
5378456,12.0,154.0,49,M,2.0,53435.4,6.0,9.0,46-55,Control
7392757,15.0,180.0,34,M,2.0,121130.97,6.0,9.0,26-35,Test
4921506,16.0,194.0,60,F,2.0,352048.03,6.0,9.0,56-65,Test
4350047,4.0,58.0,58,F,2.0,80681.5,6.0,9.0,56-65,Control
1002294,22.0,274.0,64,M,3.0,342662.39,6.0,9.0,56-65,Control
9814755,14.0,168.0,30,M,2.0,25971.13,6.0,9.0,26-35,Test
824914,21.0,263.0,26,F,3.0,49514.41,6.0,9.0,26-35,Control
3186929,23.0,285.0,47,F,2.0,175365.78999999998,6.0,9.0,46-55,Test
9880923,4.0,53.0,68,M,3.0,383253.56,6.0,9.0,65+,Control
6257728,33.0,404.0,70,M,2.0,581684.67,6.0,9.0,65+,Test
4252952,27.0,329.0,68,M,3.0,482711.42,6.0,9.0,65+,Test
7117496,30.0,360.0,52,M,3.0,240311.22,6.0,9.0,46-55,Test
8797670,10.0,126.0,62,M,2.0,563912.5900000001,6.0,9.0,56-65,Test
7000685,13.0,167.0,36,M,2.0,38972.55,6.0,9.0,36-45,Test
3681410,11.0,140.0,28,M,3.0,110121.17,6.0,9.0,26-35,Test
475350,21.0,260.0,24,M,2.0,62455.3,6.0,9.0,19-25,Control
5865795,13.0,156.0,57,F,2.0,37638.68,6.0,9.0,56-65,Test
2876848,24.0,294.0,58,M,4.0,1264757.12,6.0,9.0,56-65,Test
6146877,14.0,179.0,22,F,2.0,48358.39,6.0,9.0,19-25,Test
8799515,15.0,190.0,67,M,2.0,1117462.89,6.0,9.0,65+,Control
